n_present,n_absent,mean_present,mean_absent,median_present,median_absent,mannwhitney_u,mannwhitney_p,rank_biserial,pointbiserial_r,pointbiserial_p,cohens_d,code,theme,outcome,mw_p_fdr
7,160,0.28571428571428564,-0.012499999999999966,0.0,0.0,645.0,0.48595976424185927,-0.1517857142857142,0.034411817824884616,0.6588587431940023,0.17078750881257004,AFF,Confidence / affect,hints used (within-participant),0.7587414909156611
83,84,0.14457831325301204,0.4880952380952381,0.0,0.0,2812.5,0.002136540068528615,0.19320137693631667,-0.20956153484037868,0.006567002939018875,-0.42607403812845995,FOOT,Starting footholds / forced lines,incorrect submissions (raw),0.011750970376907383
38,129,0.18421052631578946,0.35658914728682173,0.0,0.0,2288.5,0.37806043338397266,0.06629946960424316,-0.08817689413296897,0.25715268766923977,-0.2098762545424987,CLUE,Clue magnitude,incorrect submissions (raw),0.5198330959029624
25,142,0.32,0.31690140845070425,0.0,0.0,1775.5,1.0,-0.00028169014084511446,0.0013488487403024705,0.9861972443110177,0.0037579385733283142,PROP,Constraint propagation / chaining,incorrect submissions (raw),1.0
22,145,0.6363636363636364,0.2689655172413793,0.0,0.0,1742.0,0.3230776740848956,-0.09216300940438882,0.15160621741583583,0.05049002341208116,0.4507867468864907,AMBIG,Combinatorial ambiguity / overlap reasoning,incorrect submissions (raw),0.5076934878476932
26,141,0.6538461538461539,0.2553191489361702,0.0,0.0,2146.0,0.04927130266371955,-0.17075831969448996,0.17629448546537865,0.022667356872491988,0.49101944126229397,GUESS,Guessing / certainty,incorrect submissions (raw),0.180661443100305
24,143,0.375,0.3076923076923077,0.0,0.0,1885.0,0.2731917955858675,-0.0984848484848484,0.028808661611229112,0.7117025821557654,0.08166386759621173,HINT,Hint usage,incorrect submissions (raw),0.500851625240757
12,155,0.75,0.2838709677419355,1.0,0.0,1303.0,0.0010003680531562459,-0.40107526881720434,0.1468748267795597,0.0582157201339165,0.5715137906134214,ERR,Mistakes / error recovery,incorrect submissions (raw),0.011004048584718705
42,125,0.3333333333333333,0.312,0.0,0.0,2602.5,0.907913186604922,0.008571428571428563,0.0112933584552019,0.8848286661380121,0.025874464222782126,LEARN,Learning / practice / fatigue,incorrect submissions (raw),0.9987045052654142
7,160,0.0,0.33125,0.0,0.0,441.0,0.1773575761430748,0.21250000000000002,-0.08099340183768383,0.29810092011511347,-0.4030602782571093,LOAD,Cognitive load / tracking,incorrect submissions (raw),0.41627380027620237
14,153,0.07142857142857142,0.33986928104575165,0.0,0.0,911.0,0.18921536376191017,0.14939309056956118,-0.09077010827529203,0.24336875466879498,-0.32691124638670943,VIS,Visual / spatial layout,incorrect submissions (raw),0.41627380027620237
7,160,0.14285714285714285,0.325,0.0,0.0,519.0,0.6447780117170941,0.07321428571428568,-0.04453545545791779,0.5676703461329025,-0.22112009561373397,AFF,Confidence / affect,incorrect submissions (raw),0.7880620143208928
83,84,-0.012048192771084331,0.011904761904761927,0.0,0.0,3610.5,0.6364881388474197,-0.03571428571428581,-0.020868834822135335,0.7889392169295235,-0.04149677156753016,FOOT,Starting footholds / forced lines,incorrect submissions (within-participant),0.8417165124125972
38,129,0.02192982456140351,-0.006459948320413428,0.0,0.0,2588.5,0.5334635709500563,-0.05609955120359045,0.02074001142639327,0.7902118276875897,0.04918310819405107,CLUE,Clue magnitude,incorrect submissions (within-participant),0.8417165124125972
25,142,1.7763568394002505e-17,1.1727708006603766e-17,0.0,0.0,1628.0,0.4339173214922428,0.08281690140845066,3.713935936381001e-18,1.0,1.0454416858366982e-17,PROP,Constraint propagation / chaining,incorrect submissions (within-participant),0.8417165124125972
22,145,0.060606060606060635,-0.009195402298850564,0.0,0.0,1681.0,0.6299731331564509,-0.05391849529780557,0.04113583202613868,0.5976222968090075,0.12100210079657771,AMBIG,Combinatorial ambiguity / overlap reasoning,incorrect submissions (within-participant),0.8417165124125972
26,141,0.16666666666666669,-0.030732860520094555,0.0,0.0,2006.5,0.36318421956035474,-0.09465357337697755,0.12471042466760801,0.10832129125891342,0.3445962104503542,GUESS,Guessing / certainty,incorrect submissions (within-participant),0.8417165124125972
24,143,0.041666666666666685,-0.006993006993006981,0.0,0.0,1664.0,0.7796556414736461,0.030303030303030276,0.029744265653513687,0.7027743923643972,0.08431833442663728,HINT,Hint usage,incorrect submissions (within-participant),0.8417165124125972
12,155,0.25000000000000006,-0.01935483870967741,0.16666666666666669,0.0,1191.5,0.054108846550031495,-0.2811827956989248,0.1212108993095792,0.11866918229406904,0.47000169333018466,ERR,Mistakes / error recovery,incorrect submissions (within-participant),0.5951973120503464
42,125,-0.15079365079365079,0.050666666666666686,0.0,0.0,2302.5,0.1572749368755824,0.12285714285714289,-0.15231040935688148,0.04941648555200728,-0.3530587454735439,LEARN,Learning / practice / fatigue,incorrect submissions (within-participant),0.8417165124125972
7,160,-0.09523809523809523,0.004166666666666683,0.0,0.0,522.5,0.7249511669100441,0.0669642857142857,-0.034711758885228004,0.6560741964401923,-0.1722779187829521,LOAD,Cognitive load / tracking,incorrect submissions (within-participant),0.8417165124125972
14,153,-0.047619047619047616,0.004357298474945547,0.0,0.0,1026.0,0.7596083893268379,0.04201680672268904,-0.02510012582221106,0.7474681760577008,-0.09005404445470327,VIS,Visual / spatial layout,incorrect submissions (within-participant),0.8417165124125972
7,160,1.586032892321652e-17,4.8572257327350596e-18,0.0,0.0,538.5,0.841716512412597,0.03839285714285712,1.0530218062841168e-17,1.0,1.9057933766837106e-17,AFF,Confidence / affect,incorrect submissions (within-participant),0.8417165124125972
83,84,129.02409638554218,162.10714285714286,117.0,136.0,2487.0,0.0013922190488178524,0.28657487091222034,-0.25191107929817624,0.0010231440722403755,-0.5174941375149572,FOOT,Starting footholds / forced lines,actions (raw),0.015314409536996377
38,129,124.5,151.89922480620154,117.5,127.0,1874.0,0.027748493965564423,0.23541411668706647,-0.1749395534343017,0.02374666994850974,-0.42126067753684804,CLUE,Clue magnitude,actions (raw),0.061046686724241725
25,142,116.48,150.80281690140845,118.0,127.0,1200.0,0.009960367402312965,0.323943661971831,-0.18649199055000235,0.01581681174998447,-0.5288504687507043,PROP,Constraint propagation / chaining,actions (raw),0.04857027940260906
22,145,159.5909090909091,143.55172413793105,148.5,124.0,1925.0,0.11892281710654454,-0.2068965517241379,0.0826115406142767,0.2885202988246856,0.24363104335854455,AMBIG,Combinatorial ambiguity / overlap reasoning,actions (raw),0.14535010979688778
26,141,160.03846153846155,143.01418439716312,136.5,124.0,2084.0,0.26880477594204377,-0.13693398799781775,0.09400003068339173,0.22693127845257696,0.25885658307396836,GUESS,Guessing / certainty,actions (raw),0.26880477594204377
24,143,161.20833333333334,143.05594405594405,145.5,124.0,2072.5,0.10432556292686584,-0.20775058275058278,0.0969773964436421,0.212488405673449,0.27608889491290023,HINT,Hint usage,actions (raw),0.14344764902444054
12,155,168.58333333333334,143.89032258064515,151.5,124.0,1199.0,0.09610697118884176,-0.28924731182795704,0.09711662962268425,0.21182948578591526,0.3755736471817064,ERR,Mistakes / error recovery,actions (raw),0.14344764902444054
42,125,169.66666666666666,137.6,141.0,123.0,3297.0,0.013246439837075198,-0.256,0.21188321469655208,0.0059804671712267565,0.4966968842210904,LEARN,Learning / practice / fatigue,actions (raw),0.04857027940260906
7,160,138.85714285714286,145.9625,104.0,125.0,419.5,0.26351218222419237,0.25089285714285714,-0.02168492916759988,0.7808903376134215,-0.10758490451203168,LOAD,Cognitive load / tracking,actions (raw),0.26880477594204377
14,153,111.35714285714286,148.80392156862746,108.0,125.0,679.5,0.023940564497777983,0.365546218487395,-0.15804737313711886,0.04135819785663312,-0.574077816715681,VIS,Visual / spatial layout,actions (raw),0.061046686724241725
7,160,110.14285714285714,147.21875,110.0,125.0,354.0,0.10074497498662921,0.3678571428571429,-0.11315238548436606,0.14540689805382848,-0.5648759682930308,AFF,Confidence / affect,actions (raw),0.14344764902444054
83,84,-3.4317269076305212,3.390873015873017,-2.3333333333333286,0.0,3140.0,0.2687465456971242,0.0992541594951234,-0.10611546742276468,0.17229356882555816,-0.21215792832539354,FOOT,Starting footholds / forced lines,actions (within-participant),0.5428858551682968
38,129,-1.7763157894736827,0.5232558139534893,-3.5,0.0,2280.0,0.5151196964208546,0.06976744186046513,-0.02999049870946744,0.7004313418938158,-0.07113652374206861,CLUE,Clue magnitude,actions (within-participant),0.7130052205021431
25,142,-16.879999999999995,2.9718309859154934,-11.333333333333329,0.0,1022.0,0.0007363630885906217,0.4242253521126761,-0.22032553975190644,0.004221840369099321,-0.6292980260164746,PROP,Constraint propagation / chaining,actions (within-participant),0.008099993974496839
22,145,11.25,-1.7068965517241372,4.0,-2.3333333333333286,1928.0,0.11560547138821975,-0.20877742946708455,0.13631587324962297,0.07899163485089665,0.4044122390319995,AMBIG,Combinatorial ambiguity / overlap reasoning,actions (within-participant),0.3179150463176043
26,141,9.256410256410259,-1.7068557919621745,6.416666666666664,-2.3333333333333286,2297.5,0.04053256130997126,-0.2534097108565194,0.12364776789500172,0.11138581758432532,0.3416141198012306,GUESS,Guessing / certainty,actions (within-participant),0.22292908720484192
24,143,5.486111111111113,-0.9207459207459199,1.6666666666666714,-2.0,1945.5,0.29611955736452555,-0.13374125874125875,0.06991474365128103,0.369286461531734,0.19859091260759745,HINT,Hint usage,actions (within-participant),0.5428858551682968
12,155,6.847222222222226,-0.5301075268817196,5.666666666666671,-1.0,1019.0,0.5833679076835716,-0.0956989247311828,0.059266020250406656,0.44677514383028194,0.22851439574266083,ERR,Mistakes / error recovery,actions (within-participant),0.7130052205021431
42,125,-1.718253968253968,0.5773333333333343,0.0,-2.0,2643.0,0.9485287753754273,-0.006857142857142895,-0.030983006816031618,0.6910158566987051,-0.07101542139518177,LEARN,Learning / practice / fatigue,actions (within-participant),0.9485287753754273
7,160,10.80952380952381,-0.47291666666666554,-0.6666666666666714,-1.3333333333333357,633.5,0.5598816512531541,-0.1312500000000001,0.07033348861831781,0.36641902982191926,0.34972783980240485,LOAD,Cognitive load / tracking,actions (within-participant),0.7130052205021431
14,153,-8.45238095238095,0.7734204793028333,-10.666666666666664,-0.3333333333333286,777.5,0.09062731106742283,0.2740429505135388,-0.0795360343540969,0.3069078802923108,-0.2861754934851367,VIS,Visual / spatial layout,actions (within-participant),0.3179150463176043
7,160,-1.1428571428571448,0.050000000000000974,-2.6666666666666714,-0.8333333333333357,535.0,0.8448683173547379,0.044642857142857095,-0.007436139765813357,0.9240164573804058,-0.036885081554486165,AFF,Confidence / affect,actions (within-participant),0.9293551490902117
