n_present,n_absent,mean_present,mean_absent,median_present,median_absent,mannwhitney_u,mannwhitney_p,rank_biserial,pointbiserial_r,pointbiserial_p,cohens_d,code,outcome
24,143,3.5833333333333335,3.13986013986014,3.0,1.0,2115.5,0.058934417058817176,-0.23280885780885785,0.03552213255442868,0.6485747063244597,0.10071630232507313,HINT,n_hints
26,141,4.961538461538462,2.879432624113475,4.5,1.0,2402.0,0.009221869886891823,-0.3104200763775231,0.17236816164373436,0.025916814378187204,0.4797449641467552,GUESS,n_hints
26,141,0.6538461538461539,0.2553191489361702,0.0,0.0,2146.0,0.04927130266371957,-0.17075831969448996,0.17629448546537868,0.022667356872492,0.49101944126229397,GUESS,n_incorrect_submissions
12,155,0.75,0.2838709677419355,1.0,0.0,1303.0,0.0010003680531562459,-0.40107526881720434,0.14687482677955965,0.05821572013391677,0.5715137906134214,ERR,n_incorrect_submissions
22,145,631.0580845,602.9261805931034,618.779245,530.670797,1735.0,0.5091846694390674,-0.08777429467084641,0.027223991902089312,0.7269137772581842,0.08004195184378769,AMBIG,time_to_solve
83,84,562.8616323253011,649.8816495476191,522.004381,576.9855885,2785.0,0.024951422900125825,0.20109007458405048,-0.12449594159370295,0.10893443935136798,-0.24944148578459432,FOOT,time_to_solve
