rating_col,predictor_type,predictor,bt_rho,bt_p,raw_rho,raw_p,n,bt_p_fdr
final_difficulty,sat_metric,decisions,-0.2571428571428572,0.6227871720116619,-0.3714285714285715,0.4684781341107872,6,0.9341807580174928
final_difficulty,sat_metric,propagations,-0.2571428571428572,0.6227871720116619,-0.3714285714285715,0.4684781341107872,6,0.9341807580174928
final_difficulty,sat_metric,conflicts,0.0,1.0,-0.23904572186687875,0.6482612949673071,6,1.0
final_difficulty,behavioral_aggregate,time_to_solve_sec,0.7142857142857143,0.11078717201166179,0.942857142857143,0.004804664723032055,6,0.11078717201166179
final_difficulty,behavioral_aggregate,error_count,0.8285714285714287,0.04156268221574335,1.0,0.0,6,0.06234402332361502
final_difficulty,behavioral_aggregate,hint_count,0.8285714285714287,0.04156268221574335,1.0,0.0,6,0.06234402332361502
