n_present,n_absent,mean_present,mean_absent,median_present,median_absent,mannwhitney_u,mannwhitney_p,rank_biserial,pointbiserial_r,pointbiserial_p,cohens_d,code,outcome,mw_p_fdr
24,143,3.5833333333333335,3.13986013986014,3.0,1.0,2115.5,0.05893441705881719,-0.23280885780885785,0.035522132554428675,0.6485747063244596,0.10071630232507313,HINT,n_hints,0.08840162558822579
26,141,4.961538461538462,2.879432624113475,4.5,1.0,2402.0,0.009221869886891823,-0.3104200763775231,0.17236816164373434,0.025916814378187464,0.4797449641467552,GUESS,n_hints,0.05533121932135093
26,141,0.6538461538461539,0.2553191489361702,0.0,0.0,2146.0,0.04927130266371955,-0.17075831969448996,0.17629448546537865,0.022667356872491988,0.49101944126229397,GUESS,n_incorrect_submissions,0.08840162558822579
12,155,12.25,10.729032258064516,11.0,7.0,1152.0,0.1691001415628799,-0.2387096774193549,0.03107914045864967,0.6901063620444036,0.11968027583978623,ERR,n_cell_errors,0.20292016987545586
22,145,631.0580845,602.9261805931034,618.779245,530.670797,1735.0,0.5091846694390674,-0.08777429467084641,0.027223991902089326,0.7269137772581848,0.08004195184378769,AMBIG,time_to_solve,0.5091846694390674
83,84,562.8616323253011,649.8816495476191,522.004381,576.9855885,2785.0,0.024951422900125825,0.20109007458405048,-0.12449594159370295,0.10893443935136801,-0.24944148578459432,FOOT,time_to_solve,0.07485426870037748
