restarts,conflicts,decisions,propagations,puzzle_id,solving_time,nvars_input,nclauses_input,nvars_solver,nclauses_solver
1,2,8,339,24,1.17,310,1226,310,547
1,6,22,418,25,1.24,327,1293,327,917
1,0,9,315,26,1.1,314,1196,314,326
1,9,27,597,27,1.24,331,1258,331,1258
1,28,62,2073,28,1.83,320,1286,320,1132
1,15,34,968,29,1.3,331,1324,331,1248
1,26,69,1442,30,1.27,324,1276,324,1184
1,9,32,897,31,1.25,318,1255,318,847
1,1,6,338,32,1.13,314,1247,314,383
1,8,14,604,33,1.56,315,1189,315,1189
1,3,11,416,34,1.18,313,1242,313,696
1,5,21,407,35,1.2,328,1291,328,321
1,2,10,341,36,1.06,294,1128,294,1128
1,3,23,763,37,1.2,320,1274,320,1160
1,1,16,473,38,1.67,308,1226,308,1226
1,1,7,392,39,1.23,329,1263,329,475
1,9,21,901,40,1.22,315,1254,315,1162
1,27,75,1338,41,1.26,325,1251,325,780
1,15,42,1142,42,1.72,318,1267,318,796
1,8,31,711,43,1.36,325,1300,325,564
1,3,20,478,44,1.25,327,1310,327,1310
1,22,42,1838,45,1.61,326,1262,326,1262
1,7,42,787,46,1.3,315,1282,315,1282
1,20,57,1254,47,1.28,327,1266,327,1141
1,21,55,1480,48,1.43,311,1246,311,704
1,12,34,1476,49,1.36,313,1264,313,1264
1,8,28,485,50,1.7,316,1272,316,763
1,11,31,690,51,1.25,332,1267,332,1267
1,17,47,1192,52,1.29,320,1256,320,1035
1,0,3,312,53,1.25,311,1257,311,81
1,4,18,405,54,1.87,320,1297,320,1297
1,1,4,321,55,1.23,318,1286,318,58
1,3,8,334,56,1.27,322,1267,322,404
1,1,5,444,57,1.26,328,1282,328,622
1,7,15,581,58,2.25,319,1291,319,1291
1,24,66,1354,59,1.54,315,1265,315,677
1,3,10,359,60,1.25,333,1290,333,1290
1,7,19,504,61,1.2,318,1224,318,818
1,14,49,1112,62,1.64,310,1247,310,1170
1,4,11,497,63,1.21,316,1168,316,452
1,3,16,454,64,1.21,314,1274,314,1274
1,1,4,316,65,1.12,310,1217,310,354
1,18,55,1471,66,1.28,330,1277,330,1277
1,5,25,485,67,2.57,291,1181,291,946
1,1,14,507,68,1.22,321,1300,321,1300
1,3,14,457,69,1.19,315,1255,315,571
1,1,11,384,70,1.21,321,1250,321,1250
1,3,12,409,71,1.43,318,1262,318,916
1,0,2,318,72,1.39,317,1274,317,0
1,1,7,331,73,1.84,328,1312,328,251
1,3,8,414,74,1.22,324,1267,324,1157
1,2,10,330,75,1.18,325,1282,325,1282
1,22,48,1680,76,1.89,328,1277,328,1036
1,5,14,450,77,1.29,324,1310,324,532
1,5,23,659,78,1.26,315,1325,315,1162
1,17,54,1182,79,1.24,320,1237,320,1076
1,1,4,403,80,1.05,291,1118,291,1026
1,1,5,310,81,1.87,305,1221,305,102
1,7,32,927,82,1.28,322,1284,322,975
1,2,8,457,83,1.11,307,1170,307,1053
1,5,13,416,84,1.17,327,1258,327,149
1,5,13,483,85,1.35,331,1273,331,244
1,1,7,328,86,1.18,319,1221,319,1221
1,9,33,970,87,1.2,320,1230,320,1230
1,1,7,414,88,1.15,311,1204,311,558
1,7,21,731,89,1.3,308,1303,308,1221
1,9,22,775,90,1.79,319,1224,319,1224
1,1,10,449,91,1.13,311,1191,311,514
1,10,27,1050,92,1.24,319,1279,319,1279
1,4,10,371,93,1.12,311,1193,311,1193
1,26,80,1633,94,1.29,320,1278,320,1278
1,1,4,318,95,1.2,315,1162,315,140
1,39,103,3314,96,1.6,328,1233,328,950
1,0,5,316,97,1.14,315,1214,315,214
1,6,25,666,98,1.21,330,1226,330,888
1,11,32,1105,99,1.19,314,1243,314,1243
1,1,4,328,100,1.33,325,1256,325,1256
1,3,7,387,101,1.18,300,1268,300,297
1,2,8,458,102,1.18,316,1254,316,1088
1,4,13,427,103,1.21,321,1300,321,807
1,5,11,624,104,1.52,321,1265,321,1265
1,0,7,294,105,1.12,293,1174,293,822
1,2,6,335,106,1.11,311,1155,311,450
1,1,18,338,107,1.13,305,1245,305,954
1,7,21,583,108,1.19,324,1222,324,1222
1,0,2,316,109,3.53,315,1242,315,0
1,0,5,306,110,1.17,305,1195,305,484
1,23,87,1963,111,1.4,316,1348,316,1297
1,5,22,456,112,1.17,317,1250,317,968
1,1,12,341,113,1.21,322,1275,322,860
1,0,2,296,114,1.32,295,1068,295,0
1,13,39,981,115,1.28,332,1305,332,1305
1,6,20,468,116,1.19,326,1262,326,1262
1,1,5,339,117,1.25,318,1283,318,482
1,16,39,1091,118,1.41,326,1317,326,1317
1,6,25,646,119,1.39,308,1277,308,1277
1,1,9,370,120,1.22,313,1278,313,722
1,7,24,1008,121,1.25,326,1318,326,936
1,1,5,320,122,1.1,316,1208,316,17
1,6,18,617,123,1.78,318,1251,318,1251
1,1,10,357,124,1.49,324,1281,324,84
1,7,29,612,125,1.23,322,1279,322,1279
1,2,11,489,126,1.14,294,1258,294,1258
1,8,18,1098,127,1.23,309,1312,309,1312
1,7,25,697,128,1.35,312,1208,312,1208
1,6,18,568,129,1.18,325,1283,325,1211
1,17,37,989,130,1.22,315,1272,315,1168
1,0,6,297,131,1.08,296,1184,296,770
1,4,14,371,132,1.13,315,1224,315,814
1,9,24,768,133,1.21,309,1240,309,717
1,7,17,665,134,1.19,323,1277,323,912
1,9,34,627,135,1.15,306,1277,306,1066
1,3,9,479,136,1.1,321,1257,321,845
1,12,43,753,137,1.15,301,1217,301,1217
1,2,12,410,138,1.38,324,1287,324,1287
1,6,12,398,139,1.04,300,1223,300,894
1,5,17,771,140,1.15,335,1344,335,1344
1,14,37,832,141,1.18,322,1281,322,1281
1,7,15,592,142,1.08,329,1245,329,1245
1,12,38,1214,143,1.25,330,1225,330,1225
1,2,8,419,144,1.12,315,1253,315,502
1,5,15,451,145,1.12,322,1284,322,705
1,1,6,333,146,1.08,316,1256,316,557
1,1,10,394,147,1.0,305,1169,305,1169
1,2,7,328,148,1.1,320,1257,320,974
1,7,14,912,149,1.48,329,1227,329,1227
1,4,15,455,150,1.27,310,1251,310,659
1,4,22,407,151,1.33,325,1291,325,542
1,4,20,447,152,1.1,310,1140,310,1028
1,5,13,692,153,2.14,319,1272,319,947
1,7,16,566,154,1.46,309,1259,309,921
1,5,11,542,155,1.2,321,1234,321,366
1,3,10,448,156,1.24,324,1317,324,1216
1,21,42,1207,157,1.3,332,1252,332,1085
1,7,17,788,158,1.17,293,1176,293,1176
1,7,23,561,159,1.15,301,1183,301,897
1,9,29,705,160,1.34,322,1279,322,1195
1,1,8,374,161,1.17,317,1273,317,815
1,1,6,326,162,1.12,320,1248,320,1101
1,12,18,874,163,1.24,327,1250,327,1081
1,7,15,613,164,1.23,315,1305,315,815
1,1,7,330,165,2.76,327,1303,327,1303
1,7,24,987,166,1.17,325,1246,325,1246
1,3,8,549,167,1.08,323,1242,323,1242
1,11,22,526,168,1.17,304,1259,304,684
1,13,34,1354,169,1.15,318,1242,318,1242
1,2,8,347,170,1.06,316,1243,316,1243
1,2,5,326,171,1.09,321,1249,321,669
1,6,20,503,172,1.11,325,1270,325,765
1,13,54,1085,173,1.17,319,1282,319,1282
1,3,11,424,174,1.12,325,1291,325,1291
1,3,11,457,175,1.12,311,1243,311,727
1,24,60,1634,176,1.21,323,1305,323,1230
1,6,11,553,177,1.14,315,1191,315,748
1,3,8,445,178,1.07,323,1264,323,943
1,11,26,545,179,1.15,319,1216,319,615
1,6,24,569,180,1.07,321,1233,321,1101
1,2,7,329,181,1.16,313,1221,313,812
1,1,11,397,182,1.1,324,1239,324,1239
1,8,25,648,183,1.12,314,1288,314,1288
1,4,7,438,184,1.1,303,1169,303,1169
1,3,13,512,185,1.06,313,1236,313,1024
1,21,50,1528,186,1.17,318,1237,318,1237
1,8,27,667,187,1.15,323,1266,323,857
1,5,17,667,188,1.1,326,1265,326,1265
1,4,14,424,189,1.15,330,1306,330,583
1,4,21,537,190,1.13,318,1326,318,1249
1,9,27,868,191,1.17,322,1310,322,1135
1,3,9,398,192,1.06,307,1229,307,230
1,1,5,320,193,1.1,316,1290,316,17
1,5,20,598,194,1.06,313,1168,313,736
1,3,9,358,195,1.1,323,1273,323,1273
1,3,7,366,196,0.99,308,1183,308,1183
1,9,34,654,197,1.22,325,1321,325,1321
1,13,43,983,198,1.18,319,1292,319,1168
1,2,10,382,199,1.09,318,1244,318,719
1,0,2,320,200,1.24,319,1242,319,0
1,0,4,325,201,1.55,324,1262,324,214
1,3,18,428,202,1.11,313,1257,313,1257
1,4,11,412,203,1.09,316,1232,316,507
1,8,26,1042,204,1.22,324,1256,324,1256
1,3,8,348,205,1.23,321,1268,321,868
1,5,13,503,206,1.14,307,1287,307,523
1,1,6,382,207,1.07,323,1258,323,1168
1,12,31,790,208,1.13,311,1276,311,1276
1,3,8,344,209,1.74,317,1213,317,637
1,3,11,388,210,1.08,308,1241,308,1241
1,3,7,340,211,0.91,289,1011,289,490
1,14,39,965,212,1.15,324,1284,324,1215
1,0,2,300,213,1.02,299,1161,299,0
1,1,9,337,214,1.07,291,1187,291,1044
1,6,21,819,215,1.08,307,1228,307,1228
1,10,34,666,216,1.13,317,1234,317,907
1,2,10,370,217,1.18,319,1358,319,770
1,3,14,446,218,1.14,317,1301,317,513
1,0,4,300,219,0.97,299,1069,299,257
1,2,9,612,220,1.2,320,1230,320,950
1,4,10,473,221,1.23,302,1221,302,1221
1,4,13,409,222,1.45,318,1315,318,992
1,0,3,316,223,1.17,315,1291,315,472
1,4,13,401,224,1.14,331,1230,331,1142
1,11,27,705,225,1.18,325,1231,325,1231
1,5,25,512,226,1.17,332,1322,332,741
1,5,19,428,227,1.11,332,1281,332,1084
1,4,15,397,228,1.08,319,1218,319,635
1,5,17,585,229,1.52,308,1233,308,1233
1,0,2,313,230,1.01,312,1192,312,0
1,4,11,443,231,1.09,318,1272,318,1196
1,4,23,494,232,1.2,325,1337,325,977
1,12,28,698,233,1.08,317,1193,317,727
1,5,22,447,234,1.54,327,1279,327,984
1,0,2,312,235,1.03,311,1226,311,0
1,17,31,1154,236,1.15,313,1287,313,1287
1,9,24,874,237,1.1,321,1255,321,1255
1,2,8,417,238,1.22,331,1221,331,859
1,1,4,314,239,1.06,310,1247,310,9
1,10,21,789,240,1.27,315,1214,315,1214
1,1,10,319,241,1.04,300,1207,300,557
1,2,7,322,242,1.02,312,1171,312,681
1,9,16,847,243,1.12,313,1283,313,1283
1,3,17,408,244,1.11,315,1266,315,836
1,8,21,578,245,1.36,323,1286,323,960
1,7,14,476,246,1.1,322,1262,322,413
1,2,7,365,247,1.11,308,1200,308,333
1,13,40,915,248,1.18,325,1331,325,1249
1,1,4,311,249,1.03,307,1194,307,9
1,1,6,360,250,1.19,313,1260,313,316
1,10,28,652,251,1.11,319,1239,319,766
1,2,12,387,252,1.09,323,1248,323,582
1,4,13,583,253,1.08,310,1212,310,738
1,2,22,427,254,1.1,306,1250,306,1176
1,1,7,350,255,1.1,325,1264,325,209
1,1,10,351,256,1.27,288,1124,288,984
1,3,12,360,257,1.07,316,1199,316,943
1,7,20,575,258,1.16,313,1232,313,849
1,6,22,492,259,1.14,313,1281,313,1188
1,2,6,372,260,1.09,316,1253,316,385
1,32,84,2531,261,1.23,330,1231,330,1231
1,2,11,316,262,1.05,311,1223,311,1141
1,1,4,329,263,1.0,297,1173,297,1125
1,2,6,358,264,1.11,328,1303,328,1303
1,2,8,385,265,1.05,316,1164,316,256
1,13,24,1012,266,1.13,332,1264,332,1264
1,9,20,629,267,1.66,319,1304,319,1304
1,11,25,860,268,1.12,318,1265,318,1265
1,13,38,959,269,1.12,311,1231,311,1231
1,4,12,404,270,1.09,322,1212,322,450
1,8,20,629,271,1.17,299,1281,299,1200
1,0,5,324,272,1.17,323,1283,323,1283
1,6,12,482,273,1.11,323,1251,323,265
1,4,15,565,274,1.09,301,1206,301,537
1,5,19,671,275,1.08,307,1245,307,1160
1,20,48,1095,276,1.16,314,1300,314,1300
1,1,4,320,277,1.2,313,1266,313,522
1,3,11,357,278,1.1,314,1219,314,1093
1,7,21,532,279,1.11,323,1270,323,1148
1,12,40,871,280,1.17,337,1297,337,1297
1,8,21,696,281,1.09,315,1212,315,1212
1,13,47,1137,282,1.16,323,1225,323,1225
1,6,15,505,283,1.09,331,1240,331,1240
1,15,26,731,284,1.18,329,1316,329,1316
1,0,3,309,285,1.02,308,1178,308,85
1,1,6,332,286,1.16,329,1294,329,236
1,4,14,433,287,1.09,314,1238,314,948
1,2,13,631,288,1.14,324,1275,324,747
1,8,29,828,289,1.08,320,1207,320,1207
1,3,10,402,290,1.05,314,1173,314,433
1,8,43,657,291,1.17,328,1316,328,806
1,5,21,572,292,1.06,304,1221,304,1221
1,7,34,823,293,1.11,324,1272,324,1272
1,5,31,759,294,1.1,319,1283,319,1217
1,5,22,593,295,1.18,318,1225,318,861
1,6,10,579,296,1.12,330,1304,330,1179
1,8,26,597,297,1.11,326,1281,326,1281
1,4,11,463,298,1.05,323,1231,323,1231
1,2,8,399,299,1.1,316,1176,316,213
1,7,32,663,300,1.16,318,1325,318,1325
1,5,17,550,301,1.15,319,1282,319,944
1,3,15,515,302,1.13,328,1296,328,1119
1,3,10,451,303,1.06,309,1167,309,858
1,5,23,609,304,1.13,318,1282,318,641
1,26,58,1669,305,1.23,326,1317,326,1317
1,1,5,311,306,1.05,308,1208,308,635
1,1,9,339,307,1.09,315,1268,315,1268
1,6,16,462,308,1.27,329,1275,329,1275
1,5,18,705,309,1.11,324,1267,324,1028
1,14,32,1040,310,1.09,311,1172,311,815
1,2,10,366,311,1.12,321,1241,321,341
1,6,16,619,312,1.15,313,1245,313,1245
1,20,48,1652,313,1.31,319,1270,319,1201
1,4,13,416,314,1.05,318,1209,318,1209
1,15,43,1465,315,1.22,314,1359,314,1359
1,0,4,313,316,1.09,312,1256,312,865
1,7,14,665,317,1.12,324,1277,324,1277
1,0,3,325,318,1.04,324,1212,324,142
1,12,19,697,319,1.16,316,1314,316,1182
1,0,5,315,320,1.09,314,1230,314,143
1,1,4,332,321,1.15,328,1310,328,9
1,0,3,307,322,1.05,306,1214,306,26
1,3,13,433,323,1.0,303,1154,303,985
1,2,16,441,324,1.07,304,1243,304,1243
1,14,29,975,325,1.17,309,1258,309,1104
1,3,8,503,326,1.16,318,1297,318,884
1,2,12,496,327,1.16,314,1307,314,714
1,7,22,763,328,1.09,323,1205,323,612
1,5,13,459,329,1.34,320,1198,320,741
1,8,27,745,330,1.17,321,1332,321,1065
1,8,19,537,331,1.14,326,1309,326,1309
1,4,18,474,332,1.11,326,1280,326,1131
1,1,4,308,333,0.97,287,1128,287,58
1,0,3,315,334,1.13,314,1199,314,190
1,18,36,1081,335,1.15,328,1271,328,1102
1,12,23,1045,336,1.13,323,1218,323,1218
1,9,21,600,337,1.14,327,1271,327,904
1,8,22,722,338,1.1,298,1194,298,969
1,5,17,537,339,1.41,313,1163,313,488
1,5,13,414,340,1.9,323,1229,323,544
1,8,19,532,341,1.35,327,1265,327,518
1,2,8,346,342,3.16,318,1195,318,1097
1,2,8,354,343,2.53,300,1203,300,1040
1,30,75,2488,344,2.29,330,1250,330,1087
1,7,34,630,345,2.82,322,1253,322,1253
1,1,5,320,346,2.13,300,1176,300,84
1,4,11,585,347,1.53,306,1158,306,979
1,2,6,407,348,1.63,321,1283,321,1283
1,4,17,561,349,1.98,316,1271,316,1271
1,1,5,324,350,2.76,309,1248,309,234
1,2,9,305,351,1.18,297,1154,297,691
1,20,34,1060,352,3.64,331,1252,331,1175
1,2,13,460,353,3.64,295,1293,295,1231
1,2,17,433,354,3.4,323,1274,323,850
1,5,26,1049,355,2.13,316,1311,316,1311
1,3,17,476,356,1.8,324,1331,324,1331
1,7,14,600,357,2.53,315,1278,315,1123
1,2,8,348,358,1.36,299,1185,299,155
1,1,4,312,359,2.2,309,1186,309,766
1,7,15,684,360,1.82,309,1149,309,1065
1,14,36,891,361,1.34,316,1249,316,1027
1,2,6,369,362,3.27,314,1274,314,573
1,2,13,366,363,2.59,289,1162,289,964
1,9,17,887,364,2.63,322,1273,322,1273
1,2,6,326,365,1.76,321,1299,321,124
1,9,27,686,366,2.13,328,1266,328,858
1,0,4,288,367,1.34,287,1239,287,996
1,7,26,617,368,2.68,313,1277,313,1199
1,2,8,420,369,2.02,323,1292,323,1292
1,4,16,445,370,2.23,322,1240,322,1240
1,4,12,463,371,1.47,322,1315,322,1315
1,19,49,1504,372,1.72,325,1286,325,1286
1,8,28,739,373,1.53,328,1300,328,1300
1,2,7,364,374,1.35,315,1278,315,272
1,3,15,474,375,1.22,319,1247,319,1120
1,8,17,536,376,1.62,318,1273,318,1273
1,10,23,739,377,1.91,325,1228,325,1228
1,14,38,874,378,1.45,336,1262,336,1157
1,1,4,307,379,1.49,303,1170,303,9
1,5,21,441,380,2.76,331,1243,331,726
1,5,14,522,381,1.39,324,1260,324,416
1,2,7,359,382,3.38,310,1204,310,589
1,13,31,1068,383,1.35,320,1293,320,1067
1,0,2,321,384,1.13,320,1225,320,0
1,10,23,849,385,1.34,316,1282,316,1191
1,13,46,1154,386,1.38,322,1308,322,1308
1,11,26,695,387,1.26,318,1262,318,1262
1,2,7,328,388,1.19,320,1220,320,718
1,1,4,299,389,1.13,295,1203,295,9
1,3,11,406,390,1.3,320,1263,320,344
1,0,4,293,391,1.29,292,1149,292,375
1,11,28,690,392,1.2,323,1281,323,1281
1,11,25,755,393,1.13,318,1222,318,1127
1,1,8,361,394,1.19,317,1330,317,1270
1,2,11,462,395,1.15,319,1259,319,1259
1,35,76,2021,396,1.39,335,1223,335,957
1,8,22,1001,397,1.14,317,1255,317,1059
1,13,57,950,398,1.13,309,1243,309,1243
1,3,16,407,399,1.07,319,1212,319,818
1,1,11,374,400,1.1,322,1254,322,800
1,6,24,551,401,1.52,307,1246,307,645
1,6,18,544,402,1.27,315,1226,315,1226
1,3,21,465,403,1.7,320,1274,320,1074
1,2,10,346,404,1.18,304,1240,304,228
1,3,17,521,405,1.18,325,1219,325,1143
1,3,12,488,406,1.41,321,1299,321,781
1,4,11,413,407,1.2,313,1246,313,743
1,17,41,1338,408,1.3,314,1288,314,1288
1,13,32,890,409,1.26,318,1255,318,1255
1,3,12,409,410,1.28,306,1271,306,926
1,10,28,931,411,1.21,325,1231,325,1231
1,1,9,357,412,1.15,298,1162,298,1162
1,22,51,1322,413,1.29,324,1305,324,799
1,2,6,370,414,1.22,333,1304,333,1304
1,1,8,348,415,1.17,309,1269,309,1269
1,15,28,808,416,1.37,307,1236,307,1098
1,9,24,723,417,1.17,306,1243,306,933
1,5,17,499,418,1.24,321,1289,321,455
1,4,11,413,419,1.15,306,1237,306,471
1,3,10,507,420,1.14,319,1244,319,1244
1,9,20,889,421,1.45,325,1231,325,1114
1,2,7,521,422,1.11,305,1186,305,935
1,0,2,299,423,1.05,298,1123,298,0
1,4,9,383,424,1.16,304,1219,304,444
1,3,12,386,425,1.22,326,1289,326,644
1,1,4,341,426,1.44,317,1206,317,818
1,2,9,355,427,1.05,304,1169,304,467
1,3,15,399,428,1.09,322,1220,322,395
1,16,31,763,429,1.14,314,1248,314,576
1,8,16,412,430,1.08,319,1249,319,1249
1,6,27,486,431,1.98,323,1254,323,611
1,1,5,365,432,1.17,311,1236,311,1002
1,3,10,420,433,1.2,322,1262,322,1262
1,2,6,332,434,1.12,323,1231,323,47
1,1,4,352,435,1.12,306,1226,306,990
1,5,21,655,436,1.19,322,1262,322,1262
1,1,5,408,437,1.24,323,1235,323,716
1,1,5,327,438,1.1,323,1237,323,22
1,6,26,656,439,1.09,323,1258,323,1258
1,1,7,516,440,1.17,323,1243,323,1243
1,3,7,395,441,1.14,315,1272,315,1272
1,3,11,702,442,1.1,320,1229,320,1229
1,2,15,421,443,1.04,302,1198,302,1198
1,26,54,2005,444,1.25,323,1292,323,1204
1,7,17,510,445,1.15,327,1219,327,1219
1,1,4,352,446,1.2,322,1333,322,235
1,2,16,679,447,1.15,319,1303,319,1303
1,11,51,492,448,1.15,320,1315,320,1090
1,7,17,637,449,1.32,317,1243,317,1243
1,3,19,426,450,1.13,325,1307,325,1307
1,5,17,432,451,1.5,327,1266,327,1266
1,1,4,340,452,1.43,315,1279,315,164
1,10,32,570,453,1.29,324,1306,324,578
1,2,11,464,454,1.23,317,1321,317,1054
1,1,4,355,455,1.22,322,1291,322,818
1,1,7,337,456,1.16,314,1214,314,783
1,12,35,989,457,1.2,326,1219,326,1219
1,2,9,431,458,1.2,317,1264,317,356
